20 0.044736842065 0.0263820250812129 0.0630916590487871
40 0.01794871792 0.0100652056391069 0.0258322302008931
60 0.016101694875 0.0100798096065459 0.0221235801434542
80 0.00949367085 0.00571010594596405 0.013277235754036
100 0.01515151515 0.011241180632905 0.019061849667095
120 0.05420168062 0.0428264362599705 0.0655769249800295
140 0.144244604255 0.131023754155771 0.157465454354229
160 0.170440251525 0.153655911932478 0.187224591117522
180 0.24944134074 0.227759936029053 0.271122745450947
200 0.365075376835 0.341628305894925 0.388522447775075
220 0.40479452051 0.381065612652758 0.428523428367242
240 0.387447698715 0.369261475949238 0.405633921480762
260 0.49942084938 0.472380986684932 0.526460712075068
280 0.528315412145 0.498256959460655 0.558373864829345
300 0.52993311031 0.510020634052284 0.549845586567716
320 0.5664576802 0.547104546016632 0.585810814383367
340 0.59572271382 0.574464698317455 0.616980729322545
360 0.599582172645 0.587816049544758 0.611348295745241
380 0.619261213675 0.604815413701842 0.633707013648158
400 0.66729323304 0.650710056638602 0.683876409441398
420 0.675894988015 0.654267754162558 0.697522221867442
440 0.69464692478 0.67988511805214 0.70940873150786
460 0.693464052245 0.680604485252612 0.706323619237389
480 0.73204592897 0.712122202094076 0.751969655845924
500 0.73937875746 0.726790165348223 0.751967349571777
