20 0 0 0
40 0 0 0
60 0.01249999998 0.00341939474195453 0.0215806052180455
80 0.05375 0.0368692910266162 0.0706307089733838
100 0.1215 0.086998897329025 0.156001102670975
120 0.15166666663 0.13704104240606 0.16629229085394
140 0.237142857105 0.21881365780076 0.25547205640924
160 0.32875 0.303922816986917 0.353577183013083
180 0.40555555552 0.365373035410285 0.445738075629715
200 0.4475 0.418426088384176 0.476573911615824
220 0.49659090905 0.462835841084683 0.530345977015317
240 0.559583333305 0.527328657524612 0.591838009085388
260 0.571730769185 0.537811619710698 0.605649918659302
280 0.60303571425 0.575649758421647 0.630421670078353
300 0.617833333295 0.593036188721084 0.642630477868916
320 0.6253125 0.596008486859862 0.654616513140138
340 0.670441176415 0.640765390732963 0.700116962097037
360 0.690694444395 0.662462404245998 0.718926484544001
380 0.729605263105 0.705787619345163 0.753422906864837
400 0.70975 0.690698117265557 0.728801882734443
420 0.732023809475 0.711213191034808 0.752834427915192
440 0.739886363585 0.716553506234467 0.763219220935533
460 0.72521739125 0.709078641545266 0.741356140954734
480 0.776666666635 0.757288292898294 0.796045040371706
500 0.747 0.730868956927712 0.763131043072288
