100 0.3724286 0.360007799073655 0.384849400926345 0.026539660971142
200 0.33659885 0.328968245613164 0.344229454386836 0.0163043957175099
300 0.3277662 0.320963888100696 0.334568511899304 0.0145345741146666
400 0.3211504 0.315960706477196 0.326340093522804 0.0110888748202397
500 0.3247235 0.318340598452098 0.331106401547902 0.0136384154369772
600 0.32147295 0.317999838289955 0.324946061710045 0.00742103571630211
700 0.3209996 0.318146338304834 0.323852861695166 0.0060965954209145
800 0.31645515 0.312811794098358 0.320098505901642 0.00778479833951029
900 0.31553675 0.312524383194789 0.318549116805211 0.00643655704693285
1000 0.31482095 0.31244210263127 0.31719979736873 0.00508290914914097
1100 0.31598855 0.312708666576949 0.319268433423051 0.00700816272548249
1200 0.3150199 0.311376153443142 0.318663646556858 0.00778563305677433
1300 0.3147538 0.311999431739763 0.317508168260237 0.00588528873861274
1400 0.31366465 0.310521944329752 0.316807355670248 0.00671505352312408
1500 0.3130637 0.310850937041123 0.315276462958877 0.00472803477701167
1600 0.31352565 0.311893356311332 0.315157943688668 0.0034877397487862
1700 0.31462475 0.312049721826608 0.317199778173392 0.00550209081670441
1800 0.3137667 0.311455502893378 0.316077897106622 0.00493836009537366
