50 25 19.6315682727144 30.3684317272856 11.4707866935281
100 31.5 27.1320623633838 35.8679376366162 9.3330200448673
150 31.75 26.8724023455917 36.6275976544083 10.4220161702346
200 38 33.2953421512628 42.7046578487372 10.0524937990007
250 39.75 33.5599863715502 45.9400136284498 13.2262697132002
300 37.75 33.1023517368147 42.3976482631853 9.93068079502265
350 37.75 33.04075 42.45925 10.0623058987491
400 40.75 36.7129536188504 44.7870463811495 8.62600108606776
450 48 35.0177156762318 60.9822843237682 27.7393886776642
500 40.25 35.1302496299162 45.3697503700838 10.9394265220613
550 42.25 37.2440993334314 47.2559006665687 10.6961626173522
600 45 41.358952453367 48.641047546633 7.77986605215499
650 43.25 37.2108125603753 49.2891874396247 12.9039977485559
700 43.5 39.5477257063679 47.4522742936321 8.44486764098077
750 46 40.0412826088689 51.9587173911311 12.7320565172283
800 48 42.7181615590981 53.281838440902 11.2857618729367
850 50.25 41.2196978158987 59.2803021841013 19.2951452852511
900 42.75 38.6281769925668 46.8718230074331 8.807144229186
950 50.5 43.842278838387 57.157721161613 14.2256255065509
1000 48.25 44.2129536188505 52.2870463811496 8.62600108606776
1050 46.75 43.5044289190579 49.995571080942 6.93484716941606
1100 47 40.5400119398839 53.4599880601161 13.8031270293899
1150 47.25 41.2973314556124 53.2026685443876 12.7191318803397
1200 50.25 43.6107018019598 56.8892981980402 14.1862609591111
1250 45 41.6906764286338 48.3093235713662 7.07106781186547
1300 49.25 43.6567742515587 54.8432257484413 11.951106533222
1350 49.75 43.7973314556124 55.7026685443876 12.7191318803397
1400 49 45.390752604329 52.609247395671 7.71191832234538
1450 52 45.1083051736929 58.8916948263071 14.7255595908325
1500 49.5 45.711545237588 53.288454762412 8.09483265975732
1550 50.25 46.8995652427633 53.6004347572367 7.15891053163817
1600 48.25 46.0660311816919 50.4339688183081 4.66651002243365
1650 49.75 46.3995652427633 53.1004347572367 7.15891053163818
1700 51 46.0447310418739 55.9552689581261 10.5879772930383
1750 51 47.4715066134471 54.5284933865529 7.53937034925052
1800 55 51.2039455212994 58.7960544787006 8.11107105653813
1850 52 50.2357533067236 53.7642466932764 3.76968517462526
