50 5.45 5.21111986847617 5.68888013152383 0.51041778553404
100 6.2 5.95516184292906 6.44483815707094 0.523148363780597
150 6.75 6.54208153324972 6.95791846675028 0.444261658319319
200 7.35 7.12097487525785 7.57902512474215 0.489360484929593
250 7.75 7.49253905891532 8.00746094108468 0.550119604220181
300 7.85 7.57521179950446 8.12478820049554 0.5871429486124
350 8.15 7.87521179950445 8.42478820049554 0.5871429486124
400 8.25 8.04208153324971 8.45791846675029 0.444261658319319
450 8.55 8.31111986847617 8.78888013152383 0.51041778553404
500 8.6 8.36476710756314 8.83523289243686 0.502624689950035
550 8.8 8.55516184292906 9.04483815707094 0.523148363780597
600 8.95 8.71111986847617 9.18888013152383 0.51041778553404
650 9.05 8.81111986847617 9.28888013152383 0.51041778553404
700 9.1 8.84142208646441 9.35857791353559 0.552506251453083
750 9.25 8.99253905891532 9.50746094108468 0.550119604220181
800 9.4 9.16476710756314 9.63523289243686 0.502624689950035
850 9.75 9.54208153324972 9.95791846675029 0.444261658319319
900 9.5 9.25991643450446 9.74008356549554 0.512989176042577
950 9.65 9.37521179950446 9.92478820049554 0.5871429486124
1000 9.55 9.26694565079253 9.83305434920747 0.604805318829299
1050 9.75 9.54208153324972 9.95791846675029 0.444261658319319
1100 9.65 9.37521179950446 9.92478820049554 0.5871429486124
1150 9.65 9.37521179950446 9.92478820049554 0.5871429486124
1200 9.65 9.42097487525785 9.87902512474215 0.489360484929593
1250 9.85 9.62097487525785 10.0790251247422 0.489360484929593
1300 9.95 9.62879008114057 10.2712099188594 0.68633274115326
1350 9.95 9.71111986847617 10.1888801315238 0.51041778553404
1400 9.95 9.66694565079253 10.2330543492075 0.604805318829299
1450 10 9.78526273090858 10.2147372690914 0.458831467741124
1500 10.2 9.91189972140535 10.4881002785947 0.615587011251092
1550 10.5 10.2599164345045 10.7400835654955 0.512989176042577
1600 10.2 9.95516184292906 10.4448381570709 0.523148363780597
1650 10.3684210526316 10.0805516922086 10.6562904130546 0.597264720370148
